gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000149927.17,DOC2A,-1.162086120965614,NA,0.24520048447699783,0.004047932267276302,NA,NA,NA,2,2,2
ENSG00000123892.11,RAB38,-1.1620027342680892,NA,0.24523435427883478,0.016093668025461368,NA,NA,NA,2,2,2
ENSG00000148429.14,USP6NL,1.1618417501449585,NA,0.2452997516947245,0.0015998064486389275,NA,NA,NA,1,1,1
ENSG00000163932.13,PRKCD,-1.1612807512283323,NA,0.24552774479276862,0.00026530782792942397,NA,NA,NA,1,1,1
ENSG00000245466.1,CTD-2540L5.6,1.1602924314964949,NA,0.24592976492468843,4.562210926508371e-07,NA,NA,NA,2,2,2
ENSG00000185532.15,PRKG1,-1.159637697499016,NA,0.24619634594685258,5.078691937756653e-05,NA,NA,NA,2,2,2
ENSG00000250091.2,DNAH10OS,1.1595757007598877,NA,0.24622159898795137,0.027362870341221205,NA,NA,NA,1,1,1
ENSG00000127540.11,UQCR11,-1.1595150232315066,NA,0.2462463164348332,0.0006040924565487906,NA,NA,NA,1,1,1
ENSG00000162694.13,EXTL2,1.1593981981277466,NA,0.24629391091579234,0.005315290546170973,NA,NA,NA,1,1,1
ENSG00000283317.1,RP11-122G18.11,1.159128775153517,NA,0.2464036982613228,0.10371304731633613,NA,NA,NA,3,3,3
ENSG00000011376.9,LARS2,1.1589798775973998,NA,0.24646438733694365,0.06698926247938439,NA,NA,NA,2,2,2
ENSG00000198258.10,UBL5,1.1585865020751953,NA,0.24662477344634226,1.246310183770833e-06,NA,NA,NA,1,1,1
ENSG00000127452.8,FBXL12,-1.158586502075195,NA,0.24662477344634248,0.002872532152166906,NA,NA,NA,1,1,1
ENSG00000164938.13,TP53INP1,-1.1583828089199668,NA,0.24670785145418073,0.030088055556033517,NA,NA,NA,2,2,2
ENSG00000204611.6,ZNF616,1.1580593882726755,NA,0.2468398016281993,0.004602185464204343,NA,NA,NA,2,2,2
ENSG00000204516.9,MICB,1.1576542837330421,NA,0.24700514718700206,0.10915325388422939,NA,NA,NA,3,3,3
ENSG00000064703.11,DDX20,-1.157590866088867,NA,0.24703103845467744,0.012614745105810453,NA,NA,NA,1,1,1
ENSG00000070061.14,IKBKAP,-1.157318083459883,NA,0.2471424279988883,0.034295264710528475,NA,NA,NA,2,2,2
ENSG00000182853.11,VMO1,1.1570582515995187,NA,0.24724856186144462,0.1029049588702284,NA,NA,NA,2,2,2
ENSG00000151470.12,C4orf33,-1.156956672668457,NA,0.24729006261794473,0.1814841960161592,NA,NA,NA,1,1,1
ENSG00000122490.18,PQLC1,-1.156855586626451,NA,0.24733136684341306,0.008353220900432204,NA,NA,NA,2,2,2
ENSG00000157388.15,CACNA1D,1.1568280458450317,NA,0.2473426209717019,3.6394397674153804e-05,NA,NA,NA,1,1,1
ENSG00000217702.2,RP11-287D1.4,1.1564614066093113,NA,0.24749247677097586,0.5509405353037715,NA,NA,NA,2,2,2
ENSG00000269486.2,CTC-360G5.9,-1.1563398867981436,NA,0.24754215936863488,0.1259419212793901,NA,NA,NA,2,2,2
ENSG00000184860.9,SDR42E1,-1.1555789709091187,NA,0.24785341370498704,0.023172165732941216,NA,NA,NA,1,1,1
ENSG00000113810.15,SMC4,-1.15528404712677,NA,0.24797412655931494,0.003731842425202216,NA,NA,NA,1,1,1
